Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
New South Wales,tonnes,Maize,1950,61200,hectares,29500
Victoria,tonnes,Maize,1950,4900,hectares,2100
Queensland,tonnes,Maize,1950,76900,hectares,45500
South Australia,tonnes,Maize,1950,0,hectares,0
Western Australia,tonnes,Maize,1950,0,hectares,0
Tasmania,tonnes,Maize,1950,0,hectares,0
Northern Territory,tonnes,Maize,1950,0,hectares,0
Australian Capital Territory,tonnes,Maize,1950,0,hectares,0
New South Wales,tonnes,Oats,1950,127300,hectares,151600
Victoria,tonnes,Oats,1950,158200,hectares,195500
Queensland,tonnes,Oats,1950,6100,hectares,8300
South Australia,tonnes,Oats,1950,62700,hectares,105800
Western Australia,tonnes,Oats,1950,131600,hectares,236600
Tasmania,tonnes,Oats,1950,10500,hectares,9200
Northern Territory,tonnes,Oats,1950,0,hectares,0
Australian Capital Territory,tonnes,Oats,1950,0,hectares,0
New South Wales,tonnes,Wheat,1950,2230000,hectares,1623500
Victoria,tonnes,Wheat,1950,1563100,hectares,1144600
Queensland,tonnes,Wheat,1950,320400,hectares,242800
South Australia,tonnes,Wheat,1950,771100,hectares,767400
Western Australia,tonnes,Wheat,1950,1047200,hectares,1171200
Tasmania,tonnes,Wheat,1950,3400,hectares,2200
Northern Territory,tonnes,Wheat,1950,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1950,0,hectares,0
New South Wales,tonnes,Potatoes,1950,70500,hectares,9500
Victoria,tonnes,Potatoes,1950,170600,hectares,20500
Queensland,tonnes,Potatoes,1950,31200,hectares,4700
South Australia,tonnes,Potatoes,1950,41600,hectares,2900
Western Australia,tonnes,Potatoes,1950,40100,hectares,2800
Tasmania,tonnes,Potatoes,1950,124000,hectares,13800
Northern Territory,tonnes,Potatoes,1950,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1950,0,hectares,0
New South Wales,tonnes,Barley,1951,2900,hectares,3400
Victoria,tonnes,Barley,1951,102300,hectares,87900
Queensland,tonnes,Barley,1951,11100,hectares,10600
South Australia,tonnes,Barley,1951,379700,hectares,309500
Western Australia,tonnes,Barley,1951,21000,hectares,23900
Tasmania,tonnes,Barley,1951,2100,hectares,1300
Northern Territory,tonnes,Barley,1951,0,hectares,0
Australian Capital Territory,tonnes,Barley,1951,0,hectares,0
New South Wales,tonnes,Maize,1951,38400,hectares,21300
Victoria,tonnes,Maize,1951,4700,hectares,1700
Queensland,tonnes,Maize,1951,62000,hectares,45000
South Australia,tonnes,Maize,1951,0,hectares,0
Western Australia,tonnes,Maize,1951,0,hectares,0
Tasmania,tonnes,Maize,1951,0,hectares,0
Northern Territory,tonnes,Maize,1951,0,hectares,0
Australian Capital Territory,tonnes,Maize,1951,0,hectares,0
New South Wales,tonnes,Oats,1951,72500,hectares,134400
Victoria,tonnes,Oats,1951,163900,hectares,213400
Queensland,tonnes,Oats,1951,4000,hectares,6900
South Australia,tonnes,Oats,1951,64000,hectares,109800
Western Australia,tonnes,Oats,1951,143200,hectares,237000
Tasmania,tonnes,Oats,1951,7800,hectares,9500
Northern Territory,tonnes,Oats,1951,0,hectares,0
Australian Capital Territory,tonnes,Oats,1951,0,hectares,0
New South Wales,tonnes,Wheat,1951,1177700,hectares,1347000
Victoria,tonnes,Wheat,1951,1394400,hectares,1107000
Queensland,tonnes,Wheat,1951,239000,hectares,226100
South Australia,tonnes,Wheat,1951,841500,hectares,747800
Western Australia,tonnes,Wheat,1951,1357300,hectares,1289100
Tasmania,tonnes,Wheat,1951,2600,hectares,2200
Northern Territory,tonnes,Wheat,1951,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1951,0,hectares,0
New South Wales,tonnes,Potatoes,1951,43800,hectares,7400
Victoria,tonnes,Potatoes,1951,141600,hectares,21200
Queensland,tonnes,Potatoes,1951,25100,hectares,4400
South Australia,tonnes,Potatoes,1951,36500,hectares,2800
Western Australia,tonnes,Potatoes,1951,44600,hectares,2700
Tasmania,tonnes,Potatoes,1951,126000,hectares,12800
Northern Territory,tonnes,Potatoes,1951,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1951,0,hectares,0
New South Wales,tonnes,Barley,1952,3800,hectares,4500
Victoria,tonnes,Barley,1952,82100,hectares,75400
Queensland,tonnes,Barley,1952,10200,hectares,11400
South Australia,tonnes,Barley,1952,382000,hectares,336500
Western Australia,tonnes,Barley,1952,15800,hectares,22900
Tasmania,tonnes,Barley,1952,3400,hectares,1700
Northern Territory,tonnes,Barley,1952,0,hectares,0
Australian Capital Territory,tonnes,Barley,1952,0,hectares,0
New South Wales,tonnes,Maize,1952,35800,hectares,21900
Victoria,tonnes,Maize,1952,4300,hectares,1700
Queensland,tonnes,Maize,1952,67300,hectares,43800
South Australia,tonnes,Maize,1952,0,hectares,0
Western Australia,tonnes,Maize,1952,0,hectares,0
Tasmania,tonnes,Maize,1952,0,hectares,0
Northern Territory,tonnes,Maize,1952,0,hectares,0
Australian Capital Territory,tonnes,Maize,1952,0,hectares,0
New South Wales,tonnes,Oats,1952,170500,hectares,241400
Victoria,tonnes,Oats,1952,202300,hectares,273800
Queensland,tonnes,Oats,1952,4800,hectares,8400
South Australia,tonnes,Oats,1952,97800,hectares,156800
Western Australia,tonnes,Oats,1952,139200,hectares,265700
Tasmania,tonnes,Oats,1952,10800,hectares,10700
Northern Territory,tonnes,Oats,1952,0,hectares,0
Australian Capital Territory,tonnes,Oats,1952,0,hectares,0
New South Wales,tonnes,Wheat,1952,1080200,hectares,1114200
Victoria,tonnes,Wheat,1952,1251800,hectares,997000
Queensland,tonnes,Wheat,1952,180400,hectares,184000
South Australia,tonnes,Wheat,1952,742600,hectares,652800
Western Australia,tonnes,Wheat,1952,1088000,hectares,1252300
Tasmania,tonnes,Wheat,1952,2500,hectares,1500
Northern Territory,tonnes,Wheat,1952,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1952,0,hectares,0
New South Wales,tonnes,Potatoes,1952,52900,hectares,7700
Victoria,tonnes,Potatoes,1952,181300,hectares,17000
Queensland,tonnes,Potatoes,1952,33500,hectares,4600
South Australia,tonnes,Potatoes,1952,44600,hectares,2800
Western Australia,tonnes,Potatoes,1952,50700,hectares,2800
Tasmania,tonnes,Potatoes,1952,153400,hectares,12800
Northern Territory,tonnes,Potatoes,1952,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1952,0,hectares,0
New South Wales,tonnes,Barley,1953,7700,hectares,7100
Victoria,tonnes,Barley,1953,107400,hectares,94900
Queensland,tonnes,Barley,1953,47900,hectares,29100
South Australia,tonnes,Barley,1953,588000,hectares,379400
Western Australia,tonnes,Barley,1953,39600,hectares,43300
Tasmania,tonnes,Barley,1953,4900,hectares,3300
Northern Territory,tonnes,Barley,1953,0,hectares,0
Australian Capital Territory,tonnes,Barley,1953,0,hectares,0
New South Wales,tonnes,Maize,1953,53700,hectares,24500
Victoria,tonnes,Maize,1953,5200,hectares,2100
Queensland,tonnes,Maize,1953,77300,hectares,46400
South Australia,tonnes,Maize,1953,0,hectares,0
Western Australia,tonnes,Maize,1953,0,hectares,0
Tasmania,tonnes,Maize,1953,0,hectares,0
Northern Territory,tonnes,Maize,1953,0,hectares,0
Australian Capital Territory,tonnes,Maize,1953,0,hectares,0
New South Wales,tonnes,Oats,1953,223600,hectares,295400
Victoria,tonnes,Oats,1953,228600,hectares,306000
Queensland,tonnes,Oats,1953,23600,hectares,22800
South Australia,tonnes,Oats,1953,120700,hectares,149500
Western Australia,tonnes,Oats,1953,189000,hectares,336800
Tasmania,tonnes,Oats,1953,5200,hectares,8100
Northern Territory,tonnes,Oats,1953,0,hectares,0
Australian Capital Territory,tonnes,Oats,1953,0,hectares,0
New South Wales,tonnes,Wheat,1953,1542300,hectares,1093600
Victoria,tonnes,Wheat,1953,1369900,hectares,903300
Queensland,tonnes,Wheat,1953,507600,hectares,293200
South Australia,tonnes,Wheat,1953,922600,hectares,624800
Western Australia,tonnes,Wheat,1953,964500,hectares,1213900
Tasmania,tonnes,Wheat,1953,4200,hectares,2700
Northern Territory,tonnes,Wheat,1953,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1953,0,hectares,0
New South Wales,tonnes,Potatoes,1953,52000,hectares,7300
Victoria,tonnes,Potatoes,1953,135300,hectares,21400
Queensland,tonnes,Potatoes,1953,35600,hectares,4700
South Australia,tonnes,Potatoes,1953,44600,hectares,3700
Western Australia,tonnes,Potatoes,1953,53600,hectares,3300
Tasmania,tonnes,Potatoes,1953,116300,hectares,14300
Northern Territory,tonnes,Potatoes,1953,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1953,0,hectares,0
New South Wales,tonnes,Barley,1954,15500,hectares,12900
Victoria,tonnes,Barley,1954,179900,hectares,151600
Queensland,tonnes,Barley,1954,25900,hectares,22700
South Australia,tonnes,Barley,1954,646800,hectares,454000
Western Australia,tonnes,Barley,1954,62000,hectares,84700
Tasmania,tonnes,Barley,1954,6700,hectares,3800
Northern Territory,tonnes,Barley,1954,0,hectares,0
Australian Capital Territory,tonnes,Barley,1954,0,hectares,0
New South Wales,tonnes,Maize,1954,44100,hectares,23700
Victoria,tonnes,Maize,1954,7600,hectares,2300
Queensland,tonnes,Maize,1954,78200,hectares,46400
South Australia,tonnes,Maize,1954,0,hectares,0
Western Australia,tonnes,Maize,1954,0,hectares,0
Tasmania,tonnes,Maize,1954,0,hectares,0
Northern Territory,tonnes,Maize,1954,0,hectares,0
Australian Capital Territory,tonnes,Maize,1954,0,hectares,0
New South Wales,tonnes,Oats,1954,154800,hectares,205100
Victoria,tonnes,Oats,1954,178700,hectares,236000
Queensland,tonnes,Oats,1954,3600,hectares,5500
South Australia,tonnes,Oats,1954,78200,hectares,113400
Western Australia,tonnes,Oats,1954,173600,hectares,296700
Tasmania,tonnes,Oats,1954,8400,hectares,8100
Northern Territory,tonnes,Oats,1954,0,hectares,0
Australian Capital Territory,tonnes,Oats,1954,0,hectares,0
New South Wales,tonnes,Wheat,1954,1733100,hectares,1358500
Victoria,tonnes,Wheat,1954,1461400,hectares,966900
Queensland,tonnes,Wheat,1954,276900,hectares,234700
South Australia,tonnes,Wheat,1954,827100,hectares,618500
Western Australia,tonnes,Wheat,1954,1079800,hectares,1167600
Tasmania,tonnes,Wheat,1954,7100,hectares,3900
Northern Territory,tonnes,Wheat,1954,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1954,0,hectares,0
New South Wales,tonnes,Potatoes,1954,59000,hectares,6700
Victoria,tonnes,Potatoes,1954,217100,hectares,21300
Queensland,tonnes,Potatoes,1954,33200,hectares,3800
South Australia,tonnes,Potatoes,1954,45800,hectares,2800
Western Australia,tonnes,Potatoes,1954,54600,hectares,3300
Tasmania,tonnes,Potatoes,1954,146600,hectares,14000
Northern Territory,tonnes,Potatoes,1954,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1954,0,hectares,0
New South Wales,tonnes,Barley,1955,11400,hectares,14900
Victoria,tonnes,Barley,1955,112200,hectares,113600
Queensland,tonnes,Barley,1955,58400,hectares,35300
South Australia,tonnes,Barley,1955,417100,hectares,412700
Western Australia,tonnes,Barley,1955,63700,hectares,105100
Tasmania,tonnes,Barley,1955,4500,hectares,2900
Northern Territory,tonnes,Barley,1955,0,hectares,0
Australian Capital Territory,tonnes,Barley,1955,0,hectares,0
New South Wales,tonnes,Maize,1955,44900,hectares,20500
Victoria,tonnes,Maize,1955,5800,hectares,1800
Queensland,tonnes,Maize,1955,68800,hectares,43800
South Australia,tonnes,Maize,1955,0,hectares,0
Western Australia,tonnes,Maize,1955,0,hectares,0
Tasmania,tonnes,Maize,1955,0,hectares,0
Northern Territory,tonnes,Maize,1955,0,hectares,0
Australian Capital Territory,tonnes,Maize,1955,0,hectares,0
New South Wales,tonnes,Oats,1955,139100,hectares,266000
Victoria,tonnes,Oats,1955,181800,hectares,260800
Queensland,tonnes,Oats,1955,10800,hectares,14700
South Australia,tonnes,Oats,1955,81600,hectares,137500
Western Australia,tonnes,Oats,1955,173500,hectares,353500
Tasmania,tonnes,Oats,1955,8200,hectares,9200
Northern Territory,tonnes,Oats,1955,0,hectares,0
Australian Capital Territory,tonnes,Oats,1955,0,hectares,0
New South Wales,tonnes,Wheat,1955,1026500,hectares,1181100
Victoria,tonnes,Wheat,1955,1319500,hectares,967300
Queensland,tonnes,Wheat,1955,448200,hectares,278200
South Australia,tonnes,Wheat,1955,855800,hectares,683600
Western Australia,tonnes,Wheat,1955,933000,hectares,1205600
Tasmania,tonnes,Wheat,1955,4300,hectares,3000
Northern Territory,tonnes,Wheat,1955,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1955,0,hectares,0
New South Wales,tonnes,Potatoes,1955,48500,hectares,5600
Victoria,tonnes,Potatoes,1955,209900,hectares,17800
Queensland,tonnes,Potatoes,1955,31100,hectares,3900
South Australia,tonnes,Potatoes,1955,39000,hectares,2400
Western Australia,tonnes,Potatoes,1955,44300,hectares,3100
Tasmania,tonnes,Potatoes,1955,102600,hectares,10600
Northern Territory,tonnes,Potatoes,1955,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1955,0,hectares,0
New South Wales,tonnes,Barley,1956,25500,hectares,21900
Victoria,tonnes,Barley,1956,156000,hectares,125100
Queensland,tonnes,Barley,1956,95700,hectares,58900
South Australia,tonnes,Barley,1956,558400,hectares,421600
Western Australia,tonnes,Barley,1956,105600,hectares,136400
Tasmania,tonnes,Barley,1956,4300,hectares,2600
Northern Territory,tonnes,Barley,1956,0,hectares,0
Australian Capital Territory,tonnes,Barley,1956,0,hectares,0
New South Wales,tonnes,Maize,1956,47400,hectares,22500
Victoria,tonnes,Maize,1956,4500,hectares,1400
Queensland,tonnes,Maize,1956,88100,hectares,50800
South Australia,tonnes,Maize,1956,0,hectares,0
Western Australia,tonnes,Maize,1956,0,hectares,0
Tasmania,tonnes,Maize,1956,0,hectares,0
Northern Territory,tonnes,Maize,1956,0,hectares,0
Australian Capital Territory,tonnes,Maize,1956,0,hectares,0
New South Wales,tonnes,Oats,1956,300000,hectares,365100
Victoria,tonnes,Oats,1956,269600,hectares,352500
Queensland,tonnes,Oats,1956,13400,hectares,14400
South Australia,tonnes,Oats,1956,131800,hectares,172000
Western Australia,tonnes,Oats,1956,298900,hectares,441500
Tasmania,tonnes,Oats,1956,10000,hectares,11600
Northern Territory,tonnes,Oats,1956,0,hectares,0
Australian Capital Territory,tonnes,Oats,1956,0,hectares,0
New South Wales,tonnes,Wheat,1956,1555400,hectares,1188700
Victoria,tonnes,Wheat,1956,1118100,hectares,866600
Queensland,tonnes,Wheat,1956,405900,hectares,235400
South Australia,tonnes,Wheat,1956,785800,hectares,651200
Western Australia,tonnes,Wheat,1956,1448400,hectares,1169400
Tasmania,tonnes,Wheat,1956,3500,hectares,2500
Northern Territory,tonnes,Wheat,1956,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1956,0,hectares,0
New South Wales,tonnes,Potatoes,1956,44900,hectares,5400
Victoria,tonnes,Potatoes,1956,165900,hectares,15000
Queensland,tonnes,Potatoes,1956,38200,hectares,4100
South Australia,tonnes,Potatoes,1956,37000,hectares,2200
Western Australia,tonnes,Potatoes,1956,42800,hectares,2800
Tasmania,tonnes,Potatoes,1956,79200,hectares,8400
Northern Territory,tonnes,Potatoes,1956,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1956,0,hectares,0
New South Wales,tonnes,Barley,1957,17700,hectares,17900
Victoria,tonnes,Barley,1957,171200,hectares,139700
Queensland,tonnes,Barley,1957,67200,hectares,53100
South Australia,tonnes,Barley,1957,771900,hectares,494400
Western Australia,tonnes,Barley,1957,85100,hectares,139000
Tasmania,tonnes,Barley,1957,5300,hectares,2900
Northern Territory,tonnes,Barley,1957,0,hectares,0
Australian Capital Territory,tonnes,Barley,1957,0,hectares,0
New South Wales,tonnes,Maize,1957,49400,hectares,21500
Victoria,tonnes,Maize,1957,2100,hectares,1100
Queensland,tonnes,Maize,1957,80300,hectares,49500
South Australia,tonnes,Maize,1957,0,hectares,0
Western Australia,tonnes,Maize,1957,0,hectares,0
Tasmania,tonnes,Maize,1957,0,hectares,0
Northern Territory,tonnes,Maize,1957,0,hectares,0
Australian Capital Territory,tonnes,Maize,1957,0,hectares,0
New South Wales,tonnes,Oats,1957,113800,hectares,170200
Victoria,tonnes,Oats,1957,173400,hectares,247900
Queensland,tonnes,Oats,1957,10000,hectares,11100
South Australia,tonnes,Oats,1957,150600,hectares,172900
Western Australia,tonnes,Oats,1957,189000,hectares,425500
Tasmania,tonnes,Oats,1957,4600,hectares,6700
Northern Territory,tonnes,Oats,1957,0,hectares,0
Australian Capital Territory,tonnes,Oats,1957,0,hectares,0
New South Wales,tonnes,Wheat,1957,775400,hectares,705100
Victoria,tonnes,Wheat,1957,960200,hectares,633400
Queensland,tonnes,Wheat,1957,192100,hectares,145700
South Australia,tonnes,Wheat,1957,855000,hectares,582100
Western Australia,tonnes,Wheat,1957,873100,hectares,1118800
Tasmania,tonnes,Wheat,1957,2400,hectares,1600
Northern Territory,tonnes,Wheat,1957,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1957,0,hectares,0
New South Wales,tonnes,Potatoes,1957,55300,hectares,6100
Victoria,tonnes,Potatoes,1957,231000,hectares,16100
Queensland,tonnes,Potatoes,1957,50300,hectares,5200
South Australia,tonnes,Potatoes,1957,44400,hectares,2300
Western Australia,tonnes,Potatoes,1957,54600,hectares,3500
Tasmania,tonnes,Potatoes,1957,91100,hectares,7700
Northern Territory,tonnes,Potatoes,1957,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1957,0,hectares,0
New South Wales,tonnes,Barley,1958,15600,hectares,27900
Victoria,tonnes,Barley,1958,123500,hectares,142300
Queensland,tonnes,Barley,1958,67100,hectares,69900
South Australia,tonnes,Barley,1958,398400,hectares,490400
Western Australia,tonnes,Barley,1958,80700,hectares,124400
Tasmania,tonnes,Barley,1958,6100,hectares,3400
Northern Territory,tonnes,Barley,1958,0,hectares,0
Australian Capital Territory,tonnes,Barley,1958,0,hectares,0
New South Wales,tonnes,Maize,1958,56800,hectares,23300
Victoria,tonnes,Maize,1958,6100,hectares,1700
Queensland,tonnes,Maize,1958,92800,hectares,45900
South Australia,tonnes,Maize,1958,0,hectares,0
Western Australia,tonnes,Maize,1958,0,hectares,0
Tasmania,tonnes,Maize,1958,0,hectares,0
Northern Territory,tonnes,Maize,1958,0,hectares,0
Australian Capital Territory,tonnes,Maize,1958,0,hectares,0
New South Wales,tonnes,Oats,1958,71600,hectares,289500
Victoria,tonnes,Oats,1958,172900,hectares,251800
Queensland,tonnes,Oats,1958,4600,hectares,7700
South Australia,tonnes,Oats,1958,61900,hectares,173000
Western Australia,tonnes,Oats,1958,249700,hectares,466800
Tasmania,tonnes,Oats,1958,8800,hectares,8400
Northern Territory,tonnes,Oats,1958,0,hectares,0
Australian Capital Territory,tonnes,Oats,1958,0,hectares,0
New South Wales,tonnes,Wheat,1958,288600,hectares,913500
Victoria,tonnes,Wheat,1958,874600,hectares,742500
Queensland,tonnes,Wheat,1958,181100,hectares,186400
South Australia,tonnes,Wheat,1958,405700,hectares,538800
Western Australia,tonnes,Wheat,1958,900300,hectares,1196800
Tasmania,tonnes,Wheat,1958,4100,hectares,2400
Northern Territory,tonnes,Wheat,1958,0,hectares,0
Australian Capital Territory,tonnes,Wheat,1958,0,hectares,0
New South Wales,tonnes,Potatoes,1958,67800,hectares,7000
Victoria,tonnes,Potatoes,1958,255200,hectares,20200
Queensland,tonnes,Potatoes,1958,57400,hectares,5800
South Australia,tonnes,Potatoes,1958,50800,hectares,2500
Western Australia,tonnes,Potatoes,1958,50000,hectares,3400
Tasmania,tonnes,Potatoes,1958,103100,hectares,8800
Northern Territory,tonnes,Potatoes,1958,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,1958,0,hectares,0
New South Wales,tonnes,Barley,1959,66400,hectares,42800
Victoria,tonnes,Barley,1959,194600,hectares,146800
